,sentence,sentiment
2638,tạo ra sự ganh đua trong mỗi buổi thực hành .,0
2639,khả năng truyền đạt chưa cao .,0
2640,"cô rất dễ thương , hiền nữa , cô khá nhiệt huyết .",1
2641,luôn bám sát tiến độ làm đồ án của sinh viên .,1
2642,nhiều bài tập .,0
2643,thiếu nghiêm túc trong học tập .,0
2644,thầy cho nhiều bài tập để thực hành .,1
2645,sinh viên không có thời gian tiếp xúc cũng như thực hành .,0
2646,giảng viên chưa truyền đạt được kiến thức cần hiểu tới sinh viên .,0
2647,cô rất tận tâm và nhiệt tình .,1
2648,đề nghị dạy lập trình c trước hoặc song song với môn học này .,0
2649,buổi chiều nên học lúc 13h30 .,0
2650,"ít trang bị kiến thúc ngữ pháp vững vàng cho sinh viên , ít làm bài tập ngữ pháp trên lớp , một buổi học quá nhiều kiến thức không tiếp thu kịp , áp lực , sửa bài tập nhanh dot chỉ nói bằng miệng nên ít ghi chép để nhớ lâu .",0
2651,"dạy vui , nhiệt tình .",1
2652,cô tuyệt vời !,1
2653,"thầy dạy nhiệt tình , dạy những kiến thức sát với các kỳ thi .",1
2654,giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .,1
2655,em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình .,1
2656,"nhiều sinh viên đọc đề không hiểu , vượt xa kiến thức trên lớp .",0
2657,tăng thời gian giảng dạy .,0
2658,một số vấn đề nói chưa rõ như là doubledot một số bài tập khó chưa giải đáp được .,0
2659,"cô rất nhiệt tình , giảng bài khá hay .",1
2660,"cô dễ thương , vui tính , nhiệt tình , nhiều nhiều nữa .",1
2661,"cô rất vui tính , giảng bài tận tình .",1
2662,"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm .",0
2663,giảng viên tận tâm giúp sinh viên học tập .,1
2664,giảng viên cho nhiều bài tập khó .,0
2665,em rất thích !,1
2666,"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên .",0
2667,đưa ra các bài tập áp dụng .,1
2668,"thầy dạy cứng nhắc , buồn ngủ .",0
2669,"cô giảng dạy hay , dễ tiếp thu .",1
2670,cần cài đặt matlab trên các máy ở phòng thực hành .,0
2671,"dạy dễ hiểu , hay củng cố lại kiến thức .",1
2672,giảng còn hơi nhanh .,0
2673,"giảng viên truyền cảm hứng cho sinh viên , nhiệt tình .",1
2674,nguyên tắc và tận tình giảng dạy .,1
2675,thường xuyên đặt câu hỏi cho sinh viên trả lời .,1
2676,em thích đi học tiết của thầy nhất .,1
2677,cung cấp tài liệu cần thiết cho môn học nhiều hơn .,0
2678,nói chung thầy wzjwz196 dạy toán là tuyệt .,1
2679,bài giảng không lôi cuốn .,0
2680,"giảng dạy nhiệt tình , cho bài tập nhiều .",1
2681,thầy giảng dạy rất nhiệt tình và chi tiết tường tận cho nhiều ví dụ cụ thể thực tế rất hay .,1
2682,cô rất nhiệt tình chỉ dạy cho lớp và luôn giúp những bạn yếu kém vươn lên học tốt hơn .,1
2683,"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh .",0
2684,"thay vì thế , giảng viên nên tập trung vào các công nghệ được ngôn ngữ lập trình hỗ trợ và cách sử dụng chúng hiệu quả , việc hướng dẫn lập trình nên đưa vào các buổi thực hành .",0
2685,"đề nghị việc giảng viên vào những lúc cuối kỳ , thời gian chuẩn bị báo cáo đồ án , chuẩn bị thi .",0
2686,điều này gây mất công bằng và không đánh giá được đúng năng lực học tập của các bạn .,0
2687,giảng viên nhiệt tình và công tâm .,1
2688,nếu thầy có thể lên lớp đúng giờ thì tuyệt ạ !,0
2689,hay giúp đỡ sinh viên khi không hiểu bài và nhiệt huyết trong công việc .,1
2690,thầy giảng dễ hiểu và kích thích sáng tạo và tìm tòi của sinh viên .,1
2691,cô hay mất rất nhiều thời gian cho bài học và lịch học bù khá nhiều .,0
2692,"rất nhiệt tình , nhưng cách truyền đạt của thầy và sự tiếp thu của sinh viên còn ít , các hoạt động trao đổi trên moodle rất hạn chế .",0
2693,cách trình bày giữa thầy thực hành và thầy lý thuyết khác nhau .,1
2694,thầy nhiệt tình lắm .,1
2695,với một môn nhập môn mà thầy đòi hỏi bọn em quá cao làm bọn em hơi áp lực .,0
2696,"rồi giống như không muốn nghe nữa vậy , cho thời gian báo cáo là 15 phút , nhưng khi chưa kịp nói gì thì thầy nói chuyển , được khoảng 5 phút thì xong , không cho báo cáo nữa !",0
2697,một giáo viên tâm huyết với nghề .,1
2698,quá nhiều kiến thức để nhớ .,0
2699,cách truyền đạt kiến thức cho sinh viên .,1
2700,"cung cấp slide , kiến thức , truyền dạt tốt .",1
2701,đề thi thực hành quá dài .,0
2702,"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .",0
2703,thầy nghiêm túc quá .,0
2704,cô dạy rất nhiệt tình và tận tụy .,1
2705,"không chú ý yêu cầu , giải đáp của sinh viên .",0
2706,tốt ạ .,1
2707,thầy không cho slide và lên lớp chủ yếu là chép slide .,0
2708,nhiệt tình về giảng dạy .,1
2709,giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên .,0
2710,hay đến trễ .,0
2711,thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,0
2712,i love thầy !,1
2713,cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ .,1
2714,cô rất quan tâm đến tình hình học tập của lớp .,1
2715,"học bù cũng không hỏi ý kiến sinh viên có trùng với môn khác không , học bù lại còn điểm danh .",0
2716,giảng hay minh họa sinh động .,1
2717,"giáo viên thực hành cần năng động hơn , thầy có vẻ hơi thụ động trong giờ thực hành , không tạo cảm hứng cho sinh viên .",0
2718,có những hoạt động giúp giờ học sinh động .,1
2719,"nhiều lúc báo cáo tiến độ đồ án , khi không hài lòng , giảng viên đã nói thẳng với sinh viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo cáo cuối kỳ .",0
2720,cô rất tận tình giúp đỡ chúng em trong học tập .,1
2721,thầy giảng quá nhanh .,0
2722,"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác .",0
2723,"thầy giảng chậm lại , từ dễ tới khó để học sinh tiếp thu tốt hơn .",0
2724,rất hài lòng !,1
2725,đề thực hành hay và khó .,1
2726,"giáo viên giảng dạy nhiệt tình , tận tâm , dạy hay , dễ hiểu .",1
2727,không truyền tải hết nội dung chương trình .,0
2728,giảng dạy nhiệt tình tâm huyết .,1
2729,lịch thực hành ban ra quá trễ !,0
2730,không .,1
2731,"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt .",1
2732,"giảng viên có phong cách giảng dạy chưa phù hợp , khiến sinh viên cảm thấy xa rời với nội dung môn học .",0
2733,công dụng nó là gì ?,0
2734,"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",0
2735,"bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam .",0
2736,thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên .,1
2737,cô rất nhiệt tình chu đáo .,1
2738,"nhiệt tình , biết cách truyền đạt .",1
2739,chưa nêu bật được ứng dụng thực tiễn của môn học .,0
2740,"giảng viên gần gũi , giúp đỡ sinh viên rất nhiều trong học tập trên lớp .",1
2741,"giảng viên dạy thực hành là wzjwz235 , không phải wzjwz236 !",0
2742,"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì !",0
2743,em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !,0
2744,nhìn thấy hơi nghiêm ( khách quan thôi ạ ) .,1
2745,dạy nhanh quá .,0
2746,em rất hài lòng về hoạt động giảng dạy của thầy .,1
2747,giảng bài nhựa nhựa nghe buồn ngủ .,0
2748,nhiều thử thách cho sinh viên .,0
2749,"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",1
2750,cô cần cải thiện khả năng truyền đạt trên lớp để sinh viên có thêm hứng thú trong học tập .,0
2751,"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ .",0
2752,tình hình là khóa 8 aep tụi em đa số là không hiểu ngôn ngữ c .,0
2753,giáo trình chưa phù hợp với lượng tín chỉ môn học !,0
2754,thầy khá nhiệt tình và rõ ràng .,1
2755,thầy dạy nội dung ít liên quan tới bài học .,0
2756,giáo viên hướng dẫn rất nhiệt tình .,1
2757,"thầy đến đúng giờ , giảng dễ hiểu .",1
2758,không hiệu quả .,0
2759,"giáo viên là thầy , không phải cô .",1
2760,"dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô .",1
2761,đó là sự nhiệt huyết của cô wzjwz153 .,1
2762,"bài tập hay , đa dạng .",1
2763,"cô giảng dễ hiểu , nhiệt tình .",1
2764,"tận tình , rất biết quan tâm đến học sinh .",1
2765,"thầy rất nhiệt tình , tận tâm với sinh viên .",1
2766,"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên .",1
2767,giáo viên đứng lớp dạy rất hay .,1
2768,tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .,0
2769,cô điểm danh nhiều quá colonsad .,0
2770,"thầy vui vẻ , giúp đỡ nhiệt tình .",1
2771,"thầy tận tâm , nhiệt tình dạy dễ hiểu .",1
2772,giảng viên thực hành nên quan tâm đến sinh viên nhiều hơn .,0
2773,thầy không thông báo thời gian học cụ thể cho sinh viên .,0
2774,dạy chán .,0
2775,thầy rất nhiệt tình và thường xuyên dạy lố giờ .,0
2776,"thầy vui vẻ , dễ trao đổi học tập .",1
2777,"giáo viên tận tình , nhiệt tình trong việc cung cấp tài liệu và bài tập qua facebook .",1
2778,thầy giảng quá nhanh !,0
2779,"thầy nói nhỏ , giờ học khá nhàm chán .",0
2780,"giáo viên tâm huyết , nhiệt tình .",1
2781,"cô wzjwz103 dạy rất hay , rất nhiệt tình , cách dạy của cô cũng rất lý thú , tạo sự hứng thú cho sinh viên .",1
2782,cung cấp cho sinh viên đủ bài tập khi đến lớp cũng như làm ở nhà .,1
2783,"giảng viên dạy dễ hiểu , thân thiên với sinh viên .",1
2784,"nhiệt tình , kỹ năng dạy kinh nghiệm .",1
2785,thầy nên chủ động hơn trong việc giúp đỡ sinh viên trong lúc thực hành .,0
2786,phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .,0
2787,"giáo viên giảng rõ , dễ hiểu .",1
2788,"học cực kỳ áp lực , thầy dạy khó hiểu .",0
2789,"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả .",0
2790,"môn học cần được phân bố hợp lý hơn , nên để năm 4 rồi học .",0
2791,hiện giờ em chưa có cách học đúng đắng .,0
2792,"giảng hay , nhiệt tình .",1
2793,"thầy lên lớp rất đầy đủ , không nghỉ buổi nào .",1
2794,cô nhiệt tình dạy rất dễ hiêu .,1
